지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
189,2016-01-01 00:00,7.5,,1.2,360,66,6.8,1.5,1026.1,1032.2,,,,,,,,,1700,,,5.3,,,,
189,2016-01-01 01:00,7,,1.2,340,67,6.7,1.2,1025.7,1031.8,,,,,,,,,1600,,,4.7,,,,
189,2016-01-01 02:00,6.7,,1,320,68,6.7,1.2,1025.6,1031.7,,,,,,,,,1500,,,3.6,,,,
189,2016-01-01 03:00,6.4,,1,340,69,6.6,1.1,1025.5,1031.6,,,,,,,,,1500,,,3.9,,,,
189,2016-01-01 04:00,6.8,,.9,270,69,6.8,1.4,1025.4,1031.5,,,,,,,,,1600,,,5.2,,,,
189,2016-01-01 05:00,7.5,,.4,0,67,6.9,1.7,1025.2,1031.3,,,,,,,,,1700,,,5.7,,,,
189,2016-01-01 06:00,7.9,,.6,50,67,7.1,2.1,1025.2,1031.3,,,,,,,,,1500,,,5.8,,,,
189,2016-01-01 07:00,7.8,,.7,360,69,7.3,2.4,1025.8,1031.9,,,,,,,,,1300,,,6,,,,
189,2016-01-01 08:00,7.3,,.9,340,71,7.2,2.3,1026.2,1032.3,0,,,,,,,,1400,,,6,,,,
189,2016-01-01 09:00,7.9,,.9,290,69,7.3,2.5,1026.7,1032.8,0,,,,,,,,1400,,,7.2,,,,
189,2016-01-01 10:00,8.8,,1.5,250,63,7.1,2.1,1027.1,1033.2,0,,,,,,,,1900,,,9.1,,,,
189,2016-01-01 11:00,9.6,,1.6,250,61,7.3,2.4,1027.5,1033.5,.2,,,,,,,,2000,,,10.8,,,,
189,2016-01-01 12:00,10.9,,1.7,200,57,7.4,2.7,1026.5,1032.5,1,,,,,,,,2000,,,17,,,,
189,2016-01-01 13:00,10.7,,1.6,200,56,7.2,2.2,1025.4,1031.4,1,,,,,,,,2000,,,18.8,,,,
189,2016-01-01 14:00,10.9,,2.5,250,60,7.8,3.4,1024.5,1030.5,.9,,,,,,,,2000,,,19.5,,,,
189,2016-01-01 15:00,11,,1.9,230,56,7.3,2.5,1024,1030,1,,,,,,,,2000,,,18,,,,
189,2016-01-01 16:00,10.2,,2.4,230,59,7.3,2.5,1024,1030,1,,,,,,,,2000,,,12.3,,,,
189,2016-01-01 17:00,9.2,,2.3,270,59,6.8,1.5,1023.9,1029.9,.2,,,,,,,,2000,,,9,,,,
189,2016-01-01 18:00,8.4,,1.6,270,59,6.5,.8,1024.3,1030.4,.1,,,,,,,,1900,,,7.3,,,,
189,2016-01-01 19:00,8.7,,1.1,320,57,6.4,.6,1024.1,1030.1,,,,,,,,,2000,,,7.3,,,,
189,2016-01-01 20:00,9.2,,.8,320,57,6.6,1.1,1023.7,1029.7,,,,,,,,,1900,,,7.4,,,,
189,2016-01-01 21:00,9.4,,.9,270,58,6.8,1.5,1023.4,1029.4,,,,,,,,,2000,,,7.5,,,,
189,2016-01-01 22:00,9.7,,1,290,57,6.8,1.5,1023.2,1029.2,,,,,,,,,1900,,,6.5,,,,
189,2016-01-01 23:00,8.6,,.5,320,60,6.7,1.2,1022.5,1028.5,,,,,,,,,1700,,,5.4,,,,
189,2016-01-02 00:00,9.1,,.6,320,59,6.8,1.4,1022.4,1028.4,,,,,,,,,1800,,,6.2,,,,
189,2016-01-02 01:00,9.7,,1.3,270,57,6.8,1.5,1022.3,1028.3,,,,,,,,,2000,,,6.1,,,,
189,2016-01-02 02:00,9.7,,.7,320,60,7.2,2.2,1021.4,1027.4,,,,,,,,,2000,,,6.4,,,,
189,2016-01-02 03:00,10.4,,1.5,290,59,7.4,2.7,1020.8,1026.8,,,,,,,,,2000,,,6.8,,,,
189,2016-01-02 04:00,10.7,,1.4,270,58,7.4,2.7,1020.5,1026.5,,,,,,,,,2000,,,7,,,,
189,2016-01-02 05:00,10.5,,.5,290,62,7.8,3.5,1019.8,1025.8,,,,,,,,,2000,,,7,,,,
189,2016-01-02 06:00,10.4,,.8,290,63,7.9,3.6,1019.7,1025.7,,,,,,,,,2000,,,7.2,,,,
189,2016-01-02 07:00,10.6,,.7,340,63,8,3.8,1019.8,1025.8,,,,,,,,,2000,,,7.2,,,,
189,2016-01-02 08:00,10.4,,.8,340,65,8.1,4,1019.5,1025.5,0,,,,,,,,1900,,,7.2,,,,
189,2016-01-02 09:00,11.2,,1.1,340,65,8.6,4.8,1019.6,1025.6,0,,,,,,,,2000,,,8.7,,,,
189,2016-01-02 10:00,13,,.7,290,60,9,5.4,1019.7,1025.6,.7,,,,,,,,2000,,,11.7,,,,
189,2016-01-02 11:00,13.5,,.6,270,61,9.4,6.1,1019.4,1025.3,.3,,,,,,,,2000,,,13.7,,,,
189,2016-01-02 12:00,13.9,,1.3,230,61,9.6,6.4,1018.5,1024.4,.3,,,,,,,,2000,,,16,,,,
189,2016-01-02 13:00,13.7,,1.4,230,63,9.8,6.7,1017.4,1023.3,0,,,,,,,,2000,,,15.7,,,,
189,2016-01-02 14:00,14.3,,1.1,270,63,10.2,7.3,1016.2,1022.1,0,,,,,,,,2000,,,17.2,,,,
189,2016-01-02 15:00,14.4,,1.2,270,64,10.4,7.6,1015.8,1021.7,0,,,,,,,,2000,,,15.3,,,,
189,2016-01-02 16:00,14.5,,.9,270,64,10.5,7.7,1015.2,1021.1,0,,,,,,,,2000,,,14.1,,,,
189,2016-01-02 17:00,14.2,,.6,270,64,10.3,7.4,1015.1,1021,0,,,,,,,,2000,,,12.5,,,,
189,2016-01-02 18:00,14,,.5,250,65,10.4,7.5,1015.4,1021.3,0,,,,,,,,2000,,,11.5,,,,
189,2016-01-02 19:00,13.6,,.1,0,67,10.4,7.5,1015.5,1021.4,,,,,,,,,1400,,,10.9,,,,
189,2016-01-02 20:00,12.7,,.8,360,70,10.2,7.3,1015.5,1021.4,,,,,,,,,1500,,,9.6,,,,
189,2016-01-02 21:00,11.4,,1.3,360,75,10.1,7.1,1015.5,1021.4,,,,,,,,,1800,,,8.3,,,,
189,2016-01-02 22:00,10.4,,1.3,360,77,9.7,6.5,1015.3,1021.3,,,,,,,,,1900,,,7.4,,,,
189,2016-01-02 23:00,10.7,,1.2,360,76,9.7,6.6,1015.1,1021.1,,,,,,,,,1800,,,7.1,,,,
189,2016-01-03 00:00,10.4,,1.3,360,76,9.5,6.3,1014.8,1020.8,,,,,,,,,2000,,,6.7,,,,
189,2016-01-03 01:00,10.9,,1,320,76,9.9,6.8,1014.5,1020.5,,,,,,,,,2000,,,6.8,,,,
189,2016-01-03 02:00,11.4,,.8,320,75,10.1,7.1,1014,1019.9,,,,,,,,,2000,,,6.8,,,,
189,2016-01-03 03:00,11.7,,.8,320,77,10.5,7.7,1013.8,1019.7,,,,,,,,,2000,,,7.2,,,,
189,2016-01-03 04:00,12.1,,1.1,290,74,10.4,7.5,1013.3,1019.2,,,,,,,,,2000,,,7.7,,,,
189,2016-01-03 05:00,11.2,,.6,320,73,9.7,6.5,1013.1,1019,,,,,,,,,2000,,,7.7,,,,
189,2016-01-03 06:00,10.5,,.6,320,69,8.7,5,1013.5,1019.5,,,,,,,,,2000,,,7,,,,
189,2016-01-03 07:00,10.4,,1.1,360,70,8.8,5.1,1013.6,1019.6,,,,,,,,,2000,,,7.2,,,,
189,2016-01-03 08:00,10.4,,1.1,360,72,9,5.5,1014,1020,0,,,,,,,,2000,,,7.4,,,,
189,2016-01-03 09:00,11.4,,1.1,360,69,9.3,5.9,1014.2,1020.1,0,,,,,,,,2000,,,9.2,,,,
189,2016-01-03 10:00,13.3,,.6,50,68,10.4,7.5,1014.8,1020.7,.1,,,,,,,,2000,,,12.4,,,,
189,2016-01-03 11:00,14.5,,.5,50,65,10.6,7.9,1014.8,1020.7,.1,,,,,,,,2000,,,15.4,,,,
189,2016-01-03 12:00,14.8,,.5,180,63,10.6,7.8,1014.1,1019.9,0,,,,,,,,2000,,,17.1,,,,
189,2016-01-03 13:00,14.6,,1.2,200,66,10.9,8.3,1013,1018.8,0,,,,,,,,2000,,,17.2,,,,
189,2016-01-03 14:00,15.5,,1.1,180,58,10.2,7.2,1012.7,1018.5,.6,,,,,,,,2000,,,22.3,,,,
189,2016-01-03 15:00,16.2,,2.2,230,55,10.1,7.1,1012.5,1018.3,1,,,,,,,,2000,,,22.1,,,,
189,2016-01-03 16:00,16.3,,2.6,230,46,8.5,4.6,1012.2,1018,1,,,,,,,,2000,,,14.2,,,,
189,2016-01-03 17:00,15.6,,.8,360,51,9,5.4,1012.7,1018.5,1,,,,,,,,2000,,,12.2,,,,
189,2016-01-03 18:00,13.6,,1.2,360,60,9.3,5.9,1013.1,1019,.4,,,,,,,,1700,,,9.5,,,,
189,2016-01-03 19:00,12.7,,.7,340,61,8.9,5.3,1013.8,1019.7,,,,,,,,,1800,,,8,,,,
189,2016-01-03 20:00,11.9,,.9,360,65,9,5.5,1014.4,1020.3,,,,,,,,,1600,,,7.1,,,,
189,2016-01-03 21:00,11.4,,1.3,360,69,9.3,5.9,1014.6,1020.5,,,,,,,,,1500,,,7.1,,,,
189,2016-01-03 22:00,10.1,,.6,290,72,8.8,5.2,1015,1021,,,,,,,,,1500,,,6.5,,,,
189,2016-01-03 23:00,9.3,,1.3,360,73,8.5,4.6,1015,1021,,,,,,,,,1500,,,5.9,,,,
189,2016-01-04 00:00,9.4,,1.1,360,72,8.4,4.5,1014.7,1020.7,,,,,,,,,1400,,,5.6,,,,
189,2016-01-04 01:00,9.3,,.8,340,71,8.3,4.3,1014.5,1020.5,,,,,,,,,1600,,,5.1,,,,
189,2016-01-04 02:00,10,,1,290,64,7.8,3.4,1014.5,1020.5,,,,,,,,,2000,,,4.8,,,,
189,2016-01-04 03:00,8.9,,.8,360,64,7.3,2.4,1014,1020,,,,,,,,,2000,,,4.4,,,,
189,2016-01-04 04:00,8.8,,.8,360,66,7.4,2.7,1013.8,1019.8,,,,,,,,,2000,,,4.3,,,,
189,2016-01-04 05:00,8.8,,1.1,360,63,7.1,2.1,1013.8,1019.8,,,,,,,,,2000,,,4.4,,,,
189,2016-01-04 06:00,9.1,,1.5,360,62,7.1,2.1,1013.9,1019.9,,,,,,,,,2000,,,4.3,,,,
189,2016-01-04 07:00,9.7,,1.5,360,66,7.9,3.6,1014.3,1020.3,,,,,,,,,1300,,,4.6,,,,
189,2016-01-04 08:00,9.8,,1.8,360,69,8.3,4.3,1014.9,1020.9,0,,,,,,,,800,,,5.1,,,,
189,2016-01-04 09:00,11.8,,1.4,20,69,9.5,6.2,1015.6,1021.5,.7,,,,,,,,700,,,7.2,,,,
189,2016-01-04 10:00,14,,1,50,62,9.9,6.8,1016.4,1022.3,.9,,,,,,,,700,,,12,,,,
189,2016-01-04 11:00,14.9,,.6,90,61,10.3,7.4,1015.9,1021.8,.6,,,,,,,,600,,,17,,,,
189,2016-01-04 12:00,14.2,,1.2,180,63,10.2,7.2,1015.3,1021.2,.7,,,,,,,,480,,,17.2,,,,
189,2016-01-04 13:00,15.6,,1.8,230,61,10.7,8,1014.6,1020.4,.8,,,,,,,,600,,,20.7,,,,
189,2016-01-04 14:00,15.5,,1.9,180,51,8.9,5.3,1014.4,1020.2,1,,,,,,,,1000,,,20.6,,,,
189,2016-01-04 15:00,15.3,,1.3,180,53,9.2,5.7,1013.9,1019.8,1,,,,,,,,900,,,19.9,,,,
189,2016-01-04 16:00,14.6,,1.3,250,56,9.3,5.9,1014.5,1020.3,.3,,,,,,,,800,,,15,,,,
189,2016-01-04 17:00,14.4,,1.1,270,58,9.5,6.2,1014.7,1020.6,0,,,,,,,,800,,,12.8,,,,
189,2016-01-04 18:00,14,,.5,340,61,9.7,6.5,1015.4,1021.3,0,,,,,,,,700,,,11.6,,,,
189,2016-01-04 19:00,13.6,,.3,0,63,9.7,6.6,1015.9,1021.8,,,,,,,,,600,,,11.1,,,,
189,2016-01-04 20:00,13.4,,.2,0,63,9.6,6.4,1016.2,1022.1,,,,,,,,,700,,,10.9,,,,
189,2016-01-04 21:00,12.6,0,.8,250,69,10,7,1016.6,1022.5,,,,,,,,,800,,,10.6,,,,
189,2016-01-04 22:00,12.1,,.5,340,72,10.1,7.1,1016.7,1022.6,,,,,,,,,700,,,10.2,,,,
189,2016-01-04 23:00,12,,.9,340,71,9.9,6.8,1016.7,1022.6,,,,,,,,,700,,,10,,,,
189,2016-01-05 00:00,11.7,0,1,20,73,10,7,1016.5,1022.4,,,,,,,,,700,,,9.9,,,,
189,2016-01-05 01:00,11.5,,1,360,73,9.9,6.8,1016.1,1022,,,,,,,,,700,,,9.7,,,,
189,2016-01-05 02:00,11.5,,1,360,71,9.6,6.4,1016.1,1022,,,,,,,,,700,,,9.6,,,,
189,2016-01-05 03:00,11.3,0,.9,20,59,7.8,3.5,1016.1,1022.1,,,,,,,,,1500,,,9.2,,,,
189,2016-01-05 04:00,11,,1.1,360,69,9,5.5,1015.6,1021.6,,,,,,,,,1100,,,9.1,,,,
189,2016-01-05 05:00,11.1,,2.5,20,40,5.3,-2,1015,1020.9,,,,,,,,,2000,,,8,,,,
189,2016-01-05 06:00,10.1,0,2.2,20,50,6.2,.1,1016.1,1022.1,,,,,,,,,2000,,,7.6,,,,
189,2016-01-05 07:00,8,,3.7,70,57,6.1,0,1016.3,1022.3,,,,,,,,,2000,,,6.8,,,,
189,2016-01-05 08:00,9.2,,2,50,42,4.9,-3,1016.9,1022.9,0,,,,,,,,2000,,,6.6,,,,
189,2016-01-05 09:00,8,.1,3.2,70,55,5.9,-.5,1017.1,1023.1,0,,,,,,,,2000,,,6.5,,,,
189,2016-01-05 10:00,7.3,,.2,0,66,6.7,1.3,1017.8,1023.8,0,,,,,,,,2000,,,6.9,,,,
189,2016-01-05 11:00,7.1,,.8,20,84,8.4,4.5,1018.2,1024.3,0,,,,,,,,1200,,,7.6,,,,
189,2016-01-05 12:00,6.8,3.7,.4,0,89,8.8,5.1,1018.4,1024.5,0,,,,,,,,1600,,,8.7,,,,
189,2016-01-05 13:00,7.3,,.4,0,91,9.3,5.9,1016.8,1022.8,0,,,,,,,,1400,,,9.9,,,,
189,2016-01-05 14:00,7.6,,.2,0,91,9.5,6.2,1015.5,1021.5,0,,,,,,,,1900,,,10,,,,
189,2016-01-05 15:00,7.8,1.8,.2,0,94,9.9,6.8,1015.2,1021.2,0,,,,,,,,900,,,9.9,,,,
189,2016-01-05 16:00,8.1,,.8,70,93,10,7,1014.9,1020.9,0,,,,,,,,700,,,10,,,,
189,2016-01-05 17:00,8.1,,1.1,70,93,10,7,1015.6,1021.6,0,,,,,,,,1000,,,9.4,,,,
189,2016-01-05 18:00,8,0,1.2,50,90,9.6,6.4,1016.6,1022.6,0,,,,,,,,2000,,,8.8,,,,
189,2016-01-05 19:00,8.7,,.6,340,89,9.9,6.9,1017.1,1023.1,,,,,,,,,1300,,,8.5,,,,
189,2016-01-05 20:00,8.7,,.3,0,92,10.3,7.4,1017.3,1023.3,,,,,,,,,1100,,,8.3,,,,
189,2016-01-05 21:00,9,,.1,0,89,10.2,7.2,1017.6,1023.6,,,,,,,,,1500,,,7.7,,,,
189,2016-01-05 22:00,8.6,,.2,0,89,9.9,6.8,1017.8,1023.8,,,,,,,,,1400,,,7.3,,,,
189,2016-01-05 23:00,8.4,,.9,360,90,9.9,6.8,1017.5,1023.5,,,,,,,,,1300,,,7.1,,,,
189,2016-01-06 00:00,8.1,,.9,360,90,9.7,6.5,1017.2,1023.2,,,,,,,,,1600,,,6.5,,,,
189,2016-01-06 01:00,7.9,,.8,340,87,9.2,5.8,1017,1023,,,,,,,,,1500,,,6.2,,,,
189,2016-01-06 02:00,7.7,,1.1,360,86,9,5.4,1016.9,1022.9,,,,,,,,,1300,,,5.8,,,,
189,2016-01-06 03:00,7.4,,1.4,360,86,8.8,5.2,1016.3,1022.3,,,,,,,,,1700,,,5.9,,,,
189,2016-01-06 04:00,7.4,,.4,0,86,8.8,5.2,1016.9,1022.9,,,,,,,,,1900,,,5.7,,,,
189,2016-01-06 05:00,7.7,,1.2,340,82,8.6,4.8,1016.2,1022.2,,,,,,,,,1500,,,5.9,,,,
189,2016-01-06 06:00,8,,1.1,340,81,8.7,4.9,1016.4,1022.4,,,,,,,,,1100,,,6,,,,
189,2016-01-06 07:00,7.5,,.2,0,81,8.4,4.4,1016.9,1022.9,,,,,,,,,900,,,5.3,,,,
189,2016-01-06 08:00,7.6,,1,360,82,8.5,4.7,1017.1,1023.1,0,,,,,,,,800,,,5.4,,,,
189,2016-01-06 09:00,8.6,,.6,320,80,8.9,5.3,1017.2,1023.2,.4,,,,,,,,1100,,,7,,,,
189,2016-01-06 10:00,10.2,,.7,270,77,9.5,6.3,1017.7,1023.7,.4,,,,,,,,1400,,,9.3,,,,
189,2016-01-06 11:00,11.2,,1.1,250,75,9.9,6.9,1017.4,1023.4,.4,,,,,,,,1800,,,13,,,,
189,2016-01-06 12:00,11.3,,1.8,230,72,9.6,6.4,1017.1,1023.1,.5,,,,,,,,2000,,,14.6,,,,
189,2016-01-06 13:00,11.9,,1.2,200,71,9.8,6.7,1015.1,1021,.9,,,,,,,,2000,,,18.6,,,,
189,2016-01-06 14:00,12,,1.9,180,69,9.6,6.4,1014.5,1020.4,.6,,,,,,,,2000,,,17.6,,,,
189,2016-01-06 15:00,11.7,,1,160,70,9.6,6.4,1014,1019.9,.7,,,,,,,,2000,,,16.2,,,,
189,2016-01-06 16:00,11.6,,.6,20,68,9.2,5.8,1013.9,1019.8,0,,,,,,,,2000,,,13.9,,,,
189,2016-01-06 17:00,11.1,,1.1,180,73,9.6,6.4,1014.1,1020,0,,,,,,,,2000,,,11,,,,
189,2016-01-06 18:00,10.8,,.9,180,73,9.4,6.1,1013.9,1019.9,0,,,,,,,,2000,,,9.6,,,,
189,2016-01-06 19:00,10.6,,1.4,160,74,9.4,6.1,1014.9,1020.9,,,,,,,,,2000,,,9.3,,,,
189,2016-01-06 20:00,10.5,,.7,140,73,9.2,5.8,1015.5,1021.5,,,,,,,,,1900,,,9.1,,,,
189,2016-01-06 21:00,8.1,,1.7,180,69,7.4,2.7,1015.4,1021.4,,,,,,,,,1400,,,7.6,,,,
189,2016-01-06 22:00,7.4,,.9,250,63,6.5,.8,1015.8,1021.8,,,,,,,,,1600,,,5.6,,,,
189,2016-01-06 23:00,7.2,,1.2,360,72,7.3,2.4,1016.5,1022.5,,,,,,,,,1000,,,4.9,,,,
189,2016-01-07 00:00,8,,1.6,340,58,6.2,.2,1016.7,1022.7,,,,,,,,,1800,,,4.2,,,,
189,2016-01-07 01:00,7.5,,1.8,20,62,6.4,.6,1016.7,1022.7,,,,,,,,,1900,,,3.9,,,,
189,2016-01-07 02:00,8.2,,1.5,290,49,5.4,-1.8,1016.6,1022.6,,,,,,,,,2000,,,3.7,,,,
189,2016-01-07 03:00,7.2,,1.9,250,52,5.3,-2,1016.5,1022.5,,,,,,,,,2000,,,3.2,,,,
189,2016-01-07 04:00,6.1,,2.3,250,61,5.8,-.8,1016.4,1022.5,,,,,,,,,2000,,,2.8,,,,
189,2016-01-07 05:00,5.7,,.9,290,62,5.7,-1,1016.1,1022.2,,,,,,,,,2000,,,2.2,,,,
189,2016-01-07 06:00,6.5,,.9,320,64,6.2,.1,1016.7,1022.8,,,,,,,,,2000,,,2.5,,,,
189,2016-01-07 07:00,6.5,,1.4,290,57,5.5,-1.4,1016.7,1022.8,,,,,,,,,1800,,,2.6,,,,
189,2016-01-07 08:00,6.6,,2.2,270,51,5,-2.8,1017.5,1023.6,0,,,,,,,,2000,,,2.9,,,,
189,2016-01-07 09:00,7.1,,1.2,320,55,5.6,-1.3,1018.2,1024.3,.4,,,,,,,,2000,,,5,,,,
189,2016-01-07 10:00,7.8,,2.1,290,55,5.8,-.6,1018.8,1024.8,.2,,,,,,,,2000,,,8.3,,,,
189,2016-01-07 11:00,7.5,,3.2,270,53,5.5,-1.4,1018.8,1024.8,.8,,,,,,,,2000,,,11.6,,,,
189,2016-01-07 12:00,6.8,,2.9,270,55,5.4,-1.6,1018.3,1024.4,.5,,,,,,,,2000,,,9.3,,,,
189,2016-01-07 13:00,6.6,,2.3,270,57,5.6,-1.3,1017.8,1023.9,0,,,,,,,,2000,,,8.4,,,,
189,2016-01-07 14:00,8.2,,2.7,340,43,4.7,-3.6,1016.6,1022.6,.6,,,,,,,,2000,,,13,,,,
189,2016-01-07 15:00,7.1,,2.1,320,50,5,-2.6,1016.5,1022.5,.7,,,,,,,,2000,,,9.1,,,,
189,2016-01-07 16:00,6.5,,3.5,270,51,4.9,-2.9,1017,1023.1,.7,,,,,,,,2000,,,7.4,,,,
189,2016-01-07 17:00,5.8,,2.5,290,52,4.8,-3.3,1017,1023.1,.1,,,,,,,,2000,,,4.7,,,,
189,2016-01-07 18:00,5.5,,1.6,250,48,4.3,-4.6,1016.8,1022.9,0,,,,,,,,2000,,,2.8,,,,
189,2016-01-07 19:00,5.1,,1.7,250,55,4.8,-3.2,1017.4,1023.5,,,,,,,,,2000,,,1.9,,,,
189,2016-01-07 20:00,5.7,,1.9,290,55,5,-2.6,1017.4,1023.5,,,,,,,,,2000,,,2,,,,
189,2016-01-07 21:00,5.6,,3,270,55,5,-2.7,1017.5,1023.6,,,,,,,,,2000,,,2.2,,,,
189,2016-01-07 22:00,5.6,,1.7,290,52,4.7,-3.5,1017.4,1023.5,,,,,,,,,2000,,,2.3,,,,
189,2016-01-07 23:00,5.4,,1.7,290,52,4.7,-3.6,1017.2,1023.3,,,,,,,,,2000,,,2.3,,,,
189,2016-01-08 00:00,5.4,,2.1,290,50,4.5,-4.2,1016.4,1022.5,,,,,,,,,2000,,,1.9,,,,
189,2016-01-08 01:00,5.5,,1.3,320,50,4.5,-4.1,1016.3,1022.4,,,,,,,,,2000,,,2.6,,,,
189,2016-01-08 02:00,5.5,,1.6,340,54,4.9,-3,1016.3,1022.4,,,,,,,,,2000,,,3.1,,,,
189,2016-01-08 03:00,5.5,,2.9,360,53,4.8,-3.3,1015.9,1022,,,,,,,,,2000,,,3.2,,,,
189,2016-01-08 04:00,5.2,,1.9,320,55,4.9,-3.1,1016.2,1022.3,,,,,,,,,2000,,,3.2,,,,
189,2016-01-08 05:00,4.9,,1.6,270,57,4.9,-2.9,1016,1022.1,,,,,,,,,2000,,,3.2,,,,
189,2016-01-08 06:00,4.8,,1.9,290,56,4.8,-3.2,1015.7,1021.8,,,,,,,,,2000,,,2.8,,,,
189,2016-01-08 07:00,4.7,,3.4,270,57,4.9,-3.1,1016.2,1022.3,,,,,,,,,2000,,,2.7,,,,
189,2016-01-08 08:00,5,,1.4,320,54,4.7,-3.5,1016.9,1023,0,,,,,,,,2000,,,3.1,,,,
189,2016-01-08 09:00,4.9,,2,270,60,5.2,-2.2,1017.3,1023.4,0,,,,,,,,2000,,,4.2,,,,
189,2016-01-08 10:00,5.6,,2.3,320,56,5.1,-2.5,1017.9,1024,.7,,,,,,,,1900,,,6.8,,,,
189,2016-01-08 11:00,5.2,,4.2,270,62,5.5,-1.5,1017.5,1023.6,.6,,,,,,,,2000,,,7.7,,,,
189,2016-01-08 12:00,7.9,,1.9,290,46,4.9,-3,1016.7,1022.7,.5,,,,,,,,2000,,,13.4,,,,
189,2016-01-08 13:00,6.9,,2.1,290,55,5.5,-1.5,1016,1022,.2,,,,,,,,2000,,,12.1,,,,
189,2016-01-08 14:00,6.1,,2.6,250,60,5.7,-1,1015.6,1021.7,.3,,,,,,,,2000,,,9.5,,,,
189,2016-01-08 15:00,7,,2.2,320,54,5.4,-1.6,1015.4,1021.4,.1,,,,,,,,2000,,,9.9,,,,
189,2016-01-08 16:00,6.3,,2.2,270,56,5.4,-1.8,1015.7,1021.8,.1,,,,,,,,2000,,,7.4,,,,
189,2016-01-08 17:00,5.6,,2,270,60,5.5,-1.5,1016.3,1022.4,0,,,,,,,,2000,,,6,,,,
189,2016-01-08 18:00,4.8,,4.4,250,55,4.8,-3.4,1015.9,1022,0,,,,,,,,2000,,,3.4,,,,
189,2016-01-08 19:00,4.7,,1.5,320,54,4.6,-3.8,1017,1023.1,,,,,,,,,2000,,,2.7,,,,
189,2016-01-08 20:00,4.4,,2.2,320,51,4.3,-4.8,1016.8,1022.9,,,,,,,,,2000,,,1.3,,,,
189,2016-01-08 21:00,4.6,,2.3,290,50,4.2,-4.9,1017.8,1023.9,,,,,,,,,2000,,,1,,,,
189,2016-01-08 22:00,4.2,,1.3,360,51,4.2,-5,1017.8,1023.9,,,,,,,,,2000,,,.5,,,,
189,2016-01-08 23:00,3.4,,1.2,270,56,4.4,-4.5,1017.7,1023.8,,,,,,,,,2000,,,0,,,,
189,2016-01-09 00:00,3.1,,.9,290,59,4.5,-4.1,1018.1,1024.2,,,,,,,,,2000,,,-.5,,,,
189,2016-01-09 01:00,3.4,,1.4,360,57,4.4,-4.3,1017.2,1023.3,,,,,,,,,2000,,,.2,,,,
189,2016-01-09 02:00,3.2,,1.8,360,59,4.5,-4,1017.7,1023.8,,,,,,,,,2000,,,.3,,,,
189,2016-01-09 03:00,3.1,,1,360,61,4.6,-3.7,1018.1,1024.2,,,,,,,,,2000,,,.3,,,,
189,2016-01-09 04:00,2.7,,1,340,62,4.6,-3.8,1018.1,1024.3,,,,,,,,,2000,,,.3,,,,
189,2016-01-09 05:00,2.6,,.7,320,66,4.9,-3.1,1018.1,1024.3,,,,,,,,,2000,,,.2,,,,
189,2016-01-09 06:00,2.4,,.5,320,68,4.9,-2.9,1018.7,1024.9,,,,,,,,,2000,,,.1,,,,
189,2016-01-09 07:00,2.3,,1.2,320,67,4.8,-3.2,1018.9,1025.1,,,,,,,,,2000,,,-.1,,,,
189,2016-01-09 08:00,2.5,,1.9,360,67,4.9,-3,1019.4,1025.6,0,,,,,,,,2000,,,-.2,,,,
189,2016-01-09 09:00,3.8,,.7,340,62,5,-2.8,1020.1,1026.2,.2,,,,,,,,2000,,,-.1,,,,
189,2016-01-09 10:00,6.8,,.1,0,50,4.9,-2.9,1020.6,1026.7,.7,,,,,,,,2000,,,.5,,,,
189,2016-01-09 11:00,7.2,,1,250,50,5.1,-2.5,1020.6,1026.7,.7,,,,,,,,2000,,,9.1,,,,
189,2016-01-09 12:00,8.3,,1.2,340,45,4.9,-2.9,1019.7,1025.7,.9,,,,,,,,2000,,,15.3,,,,
189,2016-01-09 13:00,9.6,,2.6,270,40,4.8,-3.3,1019,1025,1,,,,,,,,2000,,,18.6,,,,
189,2016-01-09 14:00,8.6,,3.5,250,45,5,-2.6,1018.5,1024.5,1,,,,,,,,2000,,,17,,,,
189,2016-01-09 15:00,8.2,,3.5,270,45,4.9,-3,1018,1024,1,,,,,,,,2000,,,14.6,,,,
189,2016-01-09 16:00,8,,2.8,250,49,5.3,-2,1017.8,1023.8,1,,,,,,,,2000,,,8.9,,,,
189,2016-01-09 17:00,7.7,,1,270,47,4.9,-2.9,1017.7,1023.7,1,,,,,,,,2000,,,6.8,,,,
189,2016-01-09 18:00,6.2,,1.7,270,53,5,-2.6,1018.4,1024.5,.4,,,,,,,,2000,,,3.7,,,,
189,2016-01-09 19:00,4.9,,.9,290,61,5.3,-2,1018.8,1024.9,,,,,,,,,2000,,,2.4,,,,
189,2016-01-09 20:00,4.8,,1.3,360,64,5.5,-1.4,1019.3,1025.4,,,,,,,,,2000,,,1.7,,,,
189,2016-01-09 21:00,4.4,,1.6,360,66,5.5,-1.4,1019.3,1025.4,,,,,,,,,2000,,,1.5,,,,
